Date/time,TEMP [C],Relative humidity,PM1 [ug/m3],PM2.5 [ug/m3],PM10 [ug/m3]
2021-05-04 02:50:14+02:00,7.4,7.4,3.66,4.04,4.04
2021-05-04 02:55:16+02:00,7.3,7.3,4.39,5.49,6.22
2021-05-04 03:00:14+02:00,7.3,7.3,4.01,4.44,4.44
2021-05-04 03:05:14+02:00,7.2,7.2,3.51,3.88,3.88
2021-05-04 03:10:15+02:00,7.5,7.5,8.31,10.87,12.79
2021-05-04 03:15:14+02:00,7.5,7.5,3.85,5.71,7.36
2021-05-04 03:20:14+02:00,7.5,7.5,5.14,5.68,5.68
2021-05-04 03:25:17+02:00,7.7,7.7,5.77,8.7,11.35
2021-05-04 03:30:15+02:00,7.8,7.8,7.61,9.43,10.59
2021-05-04 03:35:15+02:00,7.9,7.9,4.24,5.8,7.05
2021-05-04 03:40:14+02:00,7.9,7.9,5.14,8.26,11.19
2021-05-04 03:45:14+02:00,8.0,8.0,2.74,4.83,6.87
2021-05-04 03:50:15+02:00,7.9,7.9,4.04,4.47,4.47
2021-05-04 03:55:15+02:00,8.0,8.0,1.55,2.05,2.43
2021-05-04 04:00:19+02:00,7.9,7.9,5.18,5.73,5.73
2021-05-04 04:05:14+02:00,7.9,7.9,3.77,5.49,7.0
2021-05-04 04:10:15+02:00,7.7,7.7,7.34,10.74,13.73
2021-05-04 04:15:15+02:00,7.9,7.9,3.98,4.4,4.4
2021-05-04 04:20:15+02:00,7.7,7.7,4.44,6.8,8.95
2021-05-04 04:25:14+02:00,7.5,7.5,6.84,7.56,7.56
2021-05-04 04:30:15+02:00,7.0,7.0,6.44,13.04,19.78
2021-05-04 04:35:17+02:00,7.1,7.1,4.71,5.9,6.7
2021-05-04 04:40:15+02:00,7.0,7.0,4.04,4.47,4.47
2021-05-04 04:45:17+02:00,6.4,6.4,2.89,3.2,3.2
2021-05-04 04:50:15+02:00,6.4,6.4,2.37,2.62,2.62
2021-05-04 04:55:14+02:00,6.2,6.2,6.2,6.86,6.86
2021-05-04 05:00:14+02:00,6.0,6.0,5.07,7.65,9.98
2021-05-04 05:05:14+02:00,5.8,5.8,4.81,8.87,12.91
2021-05-04 05:10:15+02:00,5.6,5.6,6.21,6.87,6.87
2021-05-04 05:15:15+02:00,5.5,5.5,7.58,9.31,10.36
2021-05-04 05:20:14+02:00,5.4,5.4,2.55,3.54,4.37
2021-05-04 05:25:14+02:00,5.5,5.5,4.27,8.28,12.33
2021-05-04 05:30:14+02:00,5.7,5.7,4.8,9.0,13.19
2021-05-04 05:35:15+02:00,5.7,5.7,3.6,3.97,3.97
2021-05-04 05:40:14+02:00,5.9,5.9,2.42,2.68,2.68
2021-05-04 05:45:14+02:00,5.7,5.7,5.36,6.88,7.97
2021-05-04 05:50:15+02:00,5.5,5.5,5.41,7.31,8.82
2021-05-04 05:55:15+02:00,5.5,5.5,2.49,3.32,3.97
2021-05-04 06:00:15+02:00,5.5,5.5,4.53,7.17,9.64
2021-05-04 06:05:19+02:00,5.6,5.6,3.88,4.29,4.29
2021-05-04 06:10:14+02:00,5.6,5.6,2.56,3.72,4.72
2021-05-04 06:15:16+02:00,5.6,5.6,2.8,3.1,3.1
2021-05-04 06:20:14+02:00,5.6,5.6,4.05,4.48,4.48
2021-05-04 06:25:14+02:00,5.6,5.6,3.82,6.05,8.12
2021-05-04 06:30:15+02:00,5.9,5.9,3.4,3.76,3.76
2021-05-04 06:35:15+02:00,6.0,6.0,3.46,3.83,3.83
2021-05-04 06:40:14+02:00,6.1,6.1,5.17,5.71,5.71
2021-05-04 06:45:14+02:00,6.3,6.3,5.66,6.25,6.25
2021-05-04 06:50:14+02:00,6.4,6.4,1.8,1.99,1.99
2021-05-04 06:55:17+02:00,6.7,6.7,2.06,3.46,4.8
2021-05-04 07:00:14+02:00,6.7,6.7,3.45,6.01,8.5
2021-05-04 07:05:15+02:00,6.9,6.9,3.98,4.4,4.4
2021-05-04 07:10:17+02:00,7.2,7.2,2.35,2.6,2.6
2021-05-04 07:15:17+02:00,7.2,7.2,3.97,4.39,4.39
2021-05-04 07:20:14+02:00,7.3,7.3,1.82,2.01,2.01
2021-05-04 07:25:16+02:00,7.4,7.4,1.73,1.91,1.91
2021-05-04 07:30:15+02:00,7.6,7.6,2.34,2.59,2.59
2021-05-04 07:35:14+02:00,7.7,7.7,1.95,2.85,3.64
2021-05-04 07:40:19+02:00,8.0,8.0,3.17,4.67,6.01
2021-05-04 07:45:14+02:00,8.0,8.0,3.3,5.57,7.76
2021-05-04 07:50:15+02:00,8.0,8.0,4.47,6.94,9.21
2021-05-04 07:55:15+02:00,8.2,8.2,2.44,2.92,3.16
2021-05-04 08:00:14+02:00,8.5,8.5,2.84,3.14,3.14
2021-05-04 08:05:14+02:00,8.7,8.7,1.8,1.99,1.99
2021-05-04 08:10:15+02:00,8.9,8.9,1.77,1.96,1.96
2021-05-04 08:15:15+02:00,9.1,9.1,2.99,3.3,3.3
2021-05-04 08:20:15+02:00,9.3,9.3,4.27,6.04,7.54
2021-05-04 08:25:14+02:00,9.7,9.7,2.46,3.07,3.47
2021-05-04 08:30:14+02:00,10.0,10.0,1.82,2.01,2.01
2021-05-04 08:35:15+02:00,10.3,10.3,3.39,5.86,8.26
2021-05-04 08:40:15+02:00,10.6,10.6,1.53,2.2,2.77
2021-05-04 08:45:14+02:00,10.5,10.5,3.5,3.87,3.87
2021-05-04 08:50:14+02:00,10.9,10.9,3.35,5.45,7.44
2021-05-04 08:55:15+02:00,11.0,11.0,3.87,5.7,7.31
2021-05-04 09:00:15+02:00,11.9,11.9,3.69,5.48,7.07
2021-05-04 09:05:14+02:00,11.4,11.4,3.42,3.78,3.78
2021-05-04 09:10:14+02:00,11.8,11.8,5.23,8.94,12.54
2021-05-04 09:15:15+02:00,11.3,11.3,2.57,2.84,2.84
2021-05-04 09:20:15+02:00,11.5,11.5,5.04,5.57,5.57
2021-05-04 09:25:20+02:00,12.0,12.0,4.98,7.47,9.7
2021-05-04 09:30:17+02:00,12.1,12.1,2.89,3.19,3.19
2021-05-04 09:35:15+02:00,12.1,12.1,4.55,7.5,10.31
2021-05-04 09:40:14+02:00,12.2,12.2,4.57,5.05,5.05
2021-05-04 09:45:14+02:00,12.2,12.2,3.13,4.41,5.48
2021-05-04 09:50:14+02:00,12.8,12.8,4.41,6.58,8.52
2021-05-04 09:55:15+02:00,12.5,12.5,5.16,8.86,12.45
2021-05-04 10:00:15+02:00,12.8,12.8,3.5,6.36,9.2
2021-05-04 10:05:14+02:00,12.8,12.8,5.63,6.23,6.23
2021-05-04 10:10:14+02:00,12.7,12.7,3.49,3.86,3.86
2021-05-04 10:15:14+02:00,12.6,12.6,4.34,6.59,8.63
2021-05-04 10:20:15+02:00,12.5,12.5,4.53,5.01,5.01
2021-05-04 10:25:15+02:00,12.6,12.6,3.44,3.8,3.8
2021-05-04 10:30:14+02:00,12.3,12.3,3.62,4.0,4.0
2021-05-04 10:35:14+02:00,12.4,12.4,3.73,5.07,6.14
2021-05-04 10:40:15+02:00,12.6,12.6,2.84,3.14,3.14
2021-05-04 10:45:15+02:00,12.9,12.9,5.73,6.33,6.33
2021-05-04 10:50:15+02:00,13.0,13.0,4.55,5.03,5.03
2021-05-04 10:55:14+02:00,13.3,13.3,3.5,3.87,3.87
2021-05-04 11:00:14+02:00,13.7,13.7,3.27,5.18,6.96
2021-05-04 11:05:15+02:00,14.0,14.0,3.14,4.42,5.5
2021-05-04 11:10:15+02:00,14.3,14.3,2.9,3.21,3.21
2021-05-04 11:15:14+02:00,14.6,14.6,2.78,3.08,3.08
2021-05-04 11:20:14+02:00,14.9,14.9,1.98,3.21,4.37
2021-05-04 11:25:14+02:00,15.1,15.1,6.93,8.51,9.48
2021-05-04 11:30:14+02:00,15.2,15.2,5.06,5.6,5.6
2021-05-04 11:35:15+02:00,15.1,15.1,6.74,12.62,18.49
2021-05-04 11:40:14+02:00,15.7,15.7,3.17,4.61,5.87
2021-05-04 11:45:19+02:00,15.2,15.2,6.47,8.71,10.47
2021-05-04 11:50:14+02:00,15.9,15.9,0.84,1.94,3.09
2021-05-04 12:00:14+02:00,15.9,15.9,2.14,3.48,4.76
2021-05-04 12:05:15+02:00,16.3,16.3,3.52,4.54,5.27
2021-05-04 12:10:14+02:00,15.5,15.5,2.25,2.48,2.48
2021-05-04 12:15:14+02:00,16.0,16.0,3.84,8.87,14.14
2021-05-04 12:20:14+02:00,15.7,15.7,4.04,4.47,4.47
2021-05-04 12:25:14+02:00,16.5,16.5,1.16,1.28,1.28
2021-05-04 12:30:15+02:00,15.8,15.8,2.38,2.63,2.63
2021-05-04 12:35:14+02:00,16.2,16.2,3.99,4.42,4.42
2021-05-04 12:40:14+02:00,16.5,16.5,3.54,4.29,4.72
2021-05-04 12:45:14+02:00,17.6,17.6,4.7,6.03,6.98
2021-05-04 12:50:15+02:00,16.4,16.4,2.76,5.01,7.24
2021-05-04 12:55:15+02:00,16.9,16.9,3.86,6.44,8.91
2021-05-04 13:00:14+02:00,17.0,17.0,2.15,3.34,4.43
2021-05-04 13:05:17+02:00,16.7,16.7,3.81,5.4,6.75
2021-05-04 13:10:14+02:00,16.8,16.8,2.95,3.36,3.48
2021-05-04 13:15:14+02:00,17.3,17.3,2.88,3.18,3.18
2021-05-04 13:20:14+02:00,17.3,17.3,2.4,2.65,2.65
2021-05-04 13:25:17+02:00,16.9,16.9,4.3,6.42,8.31
2021-05-04 13:30:14+02:00,16.9,16.9,3.15,4.68,6.04
2021-05-04 13:35:14+02:00,17.0,17.0,1.03,1.95,2.87
2021-05-04 13:40:15+02:00,17.0,17.0,2.07,3.78,5.47
2021-05-04 13:45:14+02:00,17.2,17.2,3.04,4.01,4.74
2021-05-04 13:50:14+02:00,17.3,17.3,2.67,4.0,5.2
2021-05-04 13:55:14+02:00,17.3,17.3,3.63,5.08,6.3
2021-05-04 14:00:14+02:00,17.6,17.6,2.53,3.94,5.23
2021-05-04 14:05:15+02:00,18.2,18.2,2.28,2.52,2.52
2021-05-04 14:10:14+02:00,17.8,17.8,2.55,3.69,4.68
2021-05-04 14:15:17+02:00,18.7,18.7,3.39,3.74,3.74
2021-05-04 14:20:15+02:00,18.7,18.7,2.57,3.91,5.12
2021-05-04 14:25:17+02:00,17.9,17.9,5.28,9.16,12.94
2021-05-04 14:30:15+02:00,17.9,17.9,1.45,2.62,3.77
2021-05-04 14:35:17+02:00,18.1,18.1,1.42,2.37,3.28
2021-05-04 14:40:17+02:00,17.6,17.6,2.48,2.74,2.74
2021-05-04 14:45:14+02:00,17.6,17.6,3.46,4.29,4.82
2021-05-04 14:50:16+02:00,17.6,17.6,4.35,9.24,14.29
2021-05-04 14:55:15+02:00,17.8,17.8,1.31,1.45,1.45
2021-05-04 15:00:15+02:00,17.6,17.6,1.92,2.72,3.41
2021-05-04 15:05:14+02:00,17.6,17.6,3.95,4.37,4.37
2021-05-04 15:10:14+02:00,18.0,18.0,1.89,2.09,2.09
2021-05-04 15:15:15+02:00,18.1,18.1,1.89,2.77,3.54
2021-05-04 15:20:15+02:00,17.9,17.9,2.87,3.18,3.18
2021-05-04 15:25:14+02:00,17.7,17.7,2.61,4.08,5.43
2021-05-04 15:30:14+02:00,17.6,17.6,1.46,3.03,4.63
2021-05-04 15:35:16+02:00,17.4,17.4,2.78,3.07,3.07
2021-05-04 15:40:14+02:00,17.4,17.4,3.98,4.4,4.4
2021-05-04 15:45:14+02:00,17.7,17.7,2.88,3.18,3.18
2021-05-04 15:50:15+02:00,17.3,17.3,1.92,2.74,3.44
2021-05-04 15:55:15+02:00,17.9,17.9,2.05,3.56,5.02
2021-05-04 16:00:14+02:00,17.6,17.6,1.4,2.15,2.85
2021-05-04 16:05:14+02:00,17.5,17.5,1.27,1.72,2.08
2021-05-04 16:10:22+02:00,17.9,17.9,1.74,1.93,1.93
2021-05-04 16:15:15+02:00,17.9,17.9,2.31,2.55,2.55
2021-05-04 16:20:14+02:00,18.7,18.7,1.76,1.95,1.95
2021-05-04 16:25:14+02:00,18.2,18.2,2.35,2.6,2.6
2021-05-04 16:30:14+02:00,18.4,18.4,1.4,2.05,2.63
2021-05-04 16:35:15+02:00,18.4,18.4,1.76,1.95,1.95
2021-05-04 16:40:15+02:00,18.0,18.0,2.83,3.13,3.13
2021-05-04 16:45:14+02:00,18.3,18.3,4.56,7.82,10.99
2021-05-04 16:50:22+02:00,18.3,18.3,1.76,1.94,1.94
2021-05-04 16:55:14+02:00,18.3,18.3,3.42,3.78,3.78
2021-05-04 17:00:14+02:00,18.5,18.5,2.32,2.56,2.56
2021-05-04 17:05:18+02:00,18.7,18.7,1.82,2.01,2.01
2021-05-04 17:10:19+02:00,18.7,18.7,3.45,3.82,3.82
2021-05-04 17:15:14+02:00,19.4,19.4,1.76,1.95,1.95
2021-05-04 17:20:14+02:00,19.7,19.7,2.33,2.58,2.58
2021-05-04 17:25:15+02:00,19.4,19.4,4.55,5.03,5.03
2021-05-04 17:30:15+02:00,18.6,18.6,2.84,3.14,3.14
2021-05-04 17:35:15+02:00,18.2,18.2,1.85,2.04,2.04
2021-05-04 17:40:14+02:00,17.6,17.6,2.28,2.52,2.52
2021-05-04 17:45:14+02:00,18.0,18.0,1.69,1.87,1.87
2021-05-04 17:50:15+02:00,17.5,17.5,1.16,1.29,1.29
2021-05-04 17:55:15+02:00,17.6,17.6,2.94,3.65,4.1
2021-05-04 18:00:14+02:00,17.0,17.0,1.88,2.76,3.54
2021-05-04 18:05:17+02:00,16.5,16.5,2.85,3.15,3.15
2021-05-04 18:10:15+02:00,16.5,16.5,2.87,3.18,3.18
2021-05-04 18:15:14+02:00,16.3,16.3,3.45,6.42,9.39
2021-05-04 18:20:14+02:00,16.0,16.0,1.01,1.87,2.72
2021-05-04 18:25:14+02:00,15.9,15.9,3.67,5.01,6.1
2021-05-04 18:30:15+02:00,15.9,15.9,2.35,2.6,2.6
2021-05-04 18:35:15+02:00,15.8,15.8,2.88,3.18,3.18
2021-05-04 18:40:15+02:00,15.7,15.7,2.13,2.35,2.35
2021-05-04 18:45:17+02:00,15.6,15.6,1.18,1.3,1.3
2021-05-04 18:50:16+02:00,15.5,15.5,1.21,1.34,1.34
2021-05-04 18:55:15+02:00,15.8,15.8,3.99,4.41,4.41
2021-05-04 19:00:15+02:00,15.7,15.7,5.24,6.7,7.73
2021-05-04 19:05:14+02:00,15.5,15.5,2.91,3.21,3.21
2021-05-04 19:10:14+02:00,15.4,15.4,2.54,3.8,4.94
2021-05-04 19:15:15+02:00,15.4,15.4,2.65,4.49,6.27
2021-05-04 19:20:15+02:00,15.2,15.2,3.8,5.86,7.76
2021-05-04 19:25:14+02:00,15.3,15.3,2.94,3.25,3.25
2021-05-04 19:30:17+02:00,15.1,15.1,6.63,7.89,8.53
2021-05-04 19:35:14+02:00,15.1,15.1,3.87,4.96,5.73
2021-05-04 19:40:14+02:00,14.1,14.1,2.36,2.6,2.6
2021-05-04 19:45:14+02:00,13.3,13.3,4.68,5.17,5.17
2021-05-04 19:50:15+02:00,12.8,12.8,4.8,5.31,5.31
2021-05-04 19:55:15+02:00,12.4,12.4,6.71,11.36,15.85
2021-05-04 20:00:14+02:00,12.0,12.0,4.15,4.87,5.19
2021-05-04 20:05:14+02:00,12.0,12.0,6.79,7.5,7.5
2021-05-04 20:10:15+02:00,11.8,11.8,4.42,6.28,7.86
2021-05-04 20:15:15+02:00,11.6,11.6,7.3,10.38,13.02
2021-05-04 20:20:15+02:00,11.6,11.6,3.44,3.8,3.8
2021-05-04 20:25:17+02:00,11.3,11.3,4.72,5.22,5.22
2021-05-04 20:30:15+02:00,11.2,11.2,3.09,3.42,3.42
2021-05-04 20:35:14+02:00,11.1,11.1,5.67,6.27,6.27
2021-05-04 20:40:14+02:00,11.2,11.2,6.75,11.52,16.15
2021-05-04 20:45:14+02:00,11.3,11.3,6.28,6.94,6.94
2021-05-04 20:50:15+02:00,11.4,11.4,6.86,7.58,7.58
2021-05-04 20:55:15+02:00,11.5,11.5,1.84,2.04,2.04
2021-05-04 21:00:15+02:00,11.8,11.8,5.91,6.53,6.53
2021-05-04 21:05:14+02:00,12.0,12.0,3.66,5.65,7.47
2021-05-04 21:10:17+02:00,11.9,11.9,4.68,5.17,5.17
2021-05-04 21:15:17+02:00,12.1,12.1,2.39,2.64,2.64
2021-05-04 21:20:14+02:00,12.1,12.1,2.99,3.31,3.31
2021-05-04 21:25:15+02:00,12.1,12.1,8.23,10.62,12.34
2021-05-04 21:30:15+02:00,12.1,12.1,7.86,8.69,8.69
2021-05-04 21:35:14+02:00,12.2,12.2,4.31,5.67,6.7
2021-05-04 21:40:14+02:00,12.3,12.3,4.66,5.15,5.15
2021-05-04 21:45:14+02:00,12.7,12.7,3.3,5.54,7.69
2021-05-04 21:50:15+02:00,12.9,12.9,3.88,6.04,8.03
2021-05-04 21:55:15+02:00,12.1,12.1,6.26,8.54,10.4
2021-05-04 22:05:15+02:00,10.6,10.6,3.5,3.87,3.87
2021-05-04 22:10:15+02:00,10.9,10.9,1.51,1.67,1.67
2021-05-04 22:15:17+02:00,11.1,11.1,3.46,3.82,3.82
2021-05-04 22:20:15+02:00,11.2,11.2,4.6,5.08,5.08
2021-05-04 22:25:14+02:00,11.8,11.8,2.44,2.93,3.2
2021-05-04 22:30:14+02:00,11.7,11.7,1.91,2.64,3.25
2021-05-04 22:35:14+02:00,11.8,11.8,3.45,3.81,3.81
2021-05-04 22:40:14+02:00,11.8,11.8,6.3,6.96,6.96
2021-05-04 22:45:15+02:00,12.1,12.1,5.69,8.48,10.97
2021-05-04 22:50:14+02:00,11.5,11.5,4.06,4.49,4.49
2021-05-04 22:55:14+02:00,10.9,10.9,6.04,7.94,9.36
2021-05-04 23:00:14+02:00,11.2,11.2,3.19,3.87,4.26
2021-05-04 23:05:15+02:00,11.4,11.4,4.59,5.07,5.07
2021-05-04 23:10:15+02:00,11.0,11.0,5.2,8.73,12.11
2021-05-04 23:15:15+02:00,11.3,11.3,4.68,5.7,6.31
2021-05-04 23:20:15+02:00,11.5,11.5,3.38,3.73,3.73
2021-05-04 23:25:14+02:00,11.7,11.7,2.91,3.22,3.22
2021-05-04 23:30:14+02:00,11.5,11.5,2.26,3.28,4.17
2021-05-04 23:35:15+02:00,11.5,11.5,4.62,5.1,5.1
2021-05-04 23:40:17+02:00,11.4,11.4,2.15,2.37,2.37
2021-05-04 23:45:16+02:00,11.2,11.2,4.47,6.58,8.43
2021-05-04 23:50:14+02:00,11.2,11.2,4.56,5.04,5.04
2021-05-04 23:55:14+02:00,11.2,11.2,3.1,4.22,5.13
2021-05-05 00:00:14+02:00,11.4,11.4,7.36,10.29,12.74
2021-05-05 00:05:20+02:00,11.5,11.5,7.75,8.57,8.57
2021-05-05 00:10:14+02:00,11.6,11.6,6.81,9.66,12.07
2021-05-05 00:15:14+02:00,11.2,11.2,8.97,10.5,11.15
2021-05-05 00:20:14+02:00,11.1,11.1,3.1,4.65,6.04
2021-05-05 00:25:20+02:00,11.0,11.0,5.51,7.12,8.3
2021-05-05 00:30:15+02:00,10.9,10.9,5.18,5.73,5.73
2021-05-05 00:35:14+02:00,11.0,11.0,4.34,6.13,7.63
2021-05-05 00:40:14+02:00,11.0,11.0,3.07,3.39,3.39
2021-05-05 00:45:14+02:00,11.0,11.0,3.82,5.94,7.89
2021-05-05 00:50:15+02:00,11.1,11.1,3.26,4.81,6.18
2021-05-05 00:55:15+02:00,11.4,11.4,4.85,6.5,7.8
2021-05-05 01:00:21+02:00,11.4,11.4,5.68,6.27,6.27
2021-05-05 01:05:14+02:00,11.4,11.4,2.76,3.72,4.49
2021-05-05 01:10:14+02:00,11.5,11.5,5.65,7.57,9.08
2021-05-05 01:15:15+02:00,11.6,11.6,2.94,3.25,3.25
2021-05-05 01:20:15+02:00,11.7,11.7,4.57,5.05,5.05
2021-05-05 01:25:14+02:00,11.6,11.6,4.38,6.54,8.46
2021-05-05 01:30:14+02:00,11.9,11.9,1.99,2.87,3.64
2021-05-05 01:35:17+02:00,11.9,11.9,2.64,4.17,5.6
2021-05-05 01:40:17+02:00,12.2,12.2,4.61,5.09,5.09
2021-05-05 01:45:14+02:00,12.2,12.2,1.97,3.07,4.09
2021-05-05 01:50:14+02:00,12.5,12.5,2.99,3.67,4.09
2021-05-05 01:55:14+02:00,12.5,12.5,3.52,6.52,9.51
2021-05-05 02:00:15+02:00,12.4,12.4,2.4,2.66,2.66
2021-05-05 02:05:14+02:00,12.5,12.5,4.01,4.43,4.43
2021-05-05 02:10:17+02:00,12.4,12.4,1.99,2.71,3.29
2021-05-05 02:15:16+02:00,12.4,12.4,2.32,2.56,2.56
2021-05-05 02:20:14+02:00,12.5,12.5,1.82,2.01,2.01
2021-05-05 02:25:14+02:00,12.4,12.4,1.8,3.43,5.05
2021-05-05 02:30:14+02:00,12.3,12.3,2.27,4.92,7.65
2021-05-05 02:35:15+02:00,12.3,12.3,5.64,6.24,6.24
2021-05-05 02:40:15+02:00,12.4,12.4,3.71,5.16,6.37
2021-05-05 02:45:14+02:00,12.6,12.6,3.04,4.16,5.06
2021-05-05 02:50:14+02:00,12.6,12.6,4.68,5.91,6.74
2021-05-05 02:55:15+02:00,12.4,12.4,3.63,7.56,11.58
2021-05-05 03:00:14+02:00,12.5,12.5,3.97,4.39,4.39
2021-05-05 03:05:15+02:00,12.3,12.3,2.97,3.28,3.28
2021-05-05 03:10:15+02:00,12.1,12.1,2.41,2.66,2.66
2021-05-05 03:15:15+02:00,12.0,12.0,5.73,11.59,17.56
2021-05-05 03:20:15+02:00,12.1,12.1,1.82,2.02,2.02
2021-05-05 03:25:14+02:00,12.2,12.2,5.6,8.61,11.36
2021-05-05 03:30:14+02:00,12.0,12.0,2.5,2.77,2.77
2021-05-05 03:40:15+02:00,12.0,12.0,2.38,2.63,2.63
2021-05-05 03:45:14+02:00,12.0,12.0,3.19,5.06,6.81
2021-05-05 03:50:14+02:00,12.0,12.0,3.53,3.91,3.91
2021-05-05 03:55:14+02:00,11.9,11.9,6.42,7.8,8.59
2021-05-05 04:00:15+02:00,11.8,11.8,1.91,2.12,2.12
2021-05-05 04:05:17+02:00,11.8,11.8,4.62,5.11,5.11
2021-05-05 04:10:15+02:00,11.8,11.8,5.34,9.69,13.99
2021-05-05 04:15:15+02:00,11.7,11.7,2.13,2.35,2.35
2021-05-05 04:20:15+02:00,11.6,11.6,5.19,5.74,5.74
2021-05-05 04:25:14+02:00,11.6,11.6,4.12,7.5,10.84
2021-05-05 04:30:14+02:00,11.1,11.1,6.45,10.59,14.54
2021-05-05 04:35:17+02:00,11.0,11.0,5.61,6.2,6.2
2021-05-05 04:40:14+02:00,11.1,11.1,5.09,5.63,5.63
2021-05-05 04:45:14+02:00,11.1,11.1,3.86,5.61,7.14
2021-05-05 04:50:20+02:00,10.0,10.0,9.02,9.97,9.97
2021-05-05 04:55:20+02:00,9.4,9.4,7.55,8.35,8.35
2021-05-05 05:00:14+02:00,9.4,9.4,6.74,9.42,11.65
2021-05-05 05:05:14+02:00,9.4,9.4,6.07,7.05,7.45
2021-05-05 05:10:15+02:00,9.2,9.2,5.74,8.26,10.44
2021-05-05 05:15:15+02:00,9.3,9.3,6.29,6.95,6.95
2021-05-05 05:20:15+02:00,9.3,9.3,5.97,7.42,8.34
2021-05-05 05:25:14+02:00,9.4,9.4,8.33,10.59,12.17
2021-05-05 05:30:14+02:00,9.3,9.3,5.96,7.9,9.39
2021-05-05 05:35:15+02:00,9.4,9.4,6.97,8.22,8.8
2021-05-05 05:40:15+02:00,9.6,9.6,4.64,5.13,5.13
2021-05-05 05:45:14+02:00,9.6,9.6,2.17,2.39,2.39
2021-05-05 05:50:14+02:00,10.0,10.0,5.38,6.8,7.77
2021-05-05 05:55:16+02:00,9.9,9.9,6.01,8.18,9.92
2021-05-05 06:00:14+02:00,9.9,9.9,0.57,0.62,0.62
2021-05-05 06:05:14+02:00,7.1,7.1,8.82,24.24,40.71
2021-05-05 06:10:15+02:00,6.1,6.1,1.64,1.81,1.81
